"","WEEK","Dtotal","AvgPrice"
"1",1114,12929.5,2.94718385650224
"2",1115,13876.125,2.89693920041648
"3",1116,16894,2.92650042334916
"4",1117,15954.375,3.0869793001166
"5",1118,12658,3.10425196850394
"6",1119,13711.75,3.09311407342657
"7",1120,14129,3.00781649589995
"8",1121,16696.375,2.68077067354946
"9",1122,14465.375,2.69683546441249
"10",1123,13188.625,3.01885031980015
"11",1124,12897.375,3.03543764773418
"12",1125,12724.25,3.08830671129188
"13",1126,16209.875,2.53823080233756
"14",1127,16976,2.62263088030818
"15",1128,15904,3.03216129376601
"16",1129,11659.375,3.10002707714779
"17",1130,11142.5,3.17479437229437
"18",1131,13031,3.19742417484389
"19",1132,11940.625,2.7479383844226
"20",1133,11885.25,2.844266796466
"21",1134,13189,3.11455126917152
"22",1135,11528.125,3.15782659930243
"23",1136,14370.125,3.10153695324284
"24",1137,12341.25,3.11213141025641
"25",1138,10873.375,3.09093060373625
"26",1139,12935,3.1129704312609
"27",1140,18187.75,3.07892649767243
"28",1141,16805.125,3.0698123769517
"29",1142,13648,2.69667165176518
"30",1143,11221.625,2.86062598933054
"31",1144,12092.625,3.14608235068546
"32",1145,13890.75,3.10623909194028
"33",1146,12822.75,3.13394090909091
"34",1147,14690.75,2.70817364805609
"35",1148,18138.375,2.80315412560125
"36",1149,14822.375,3.00035233580019
"37",1150,14604.375,3.1356564644608
"38",1151,14128.5,2.9894375
"39",1152,13470.75,3.01566280827897
"40",1153,13177.25,2.80299541225946
"41",1154,13094,2.8542741763907
"42",1155,12567.875,3.01478494193032
"43",1156,13180.25,3.11518240831506
"44",1157,17732.375,2.84637597557839
"45",1158,18781.625,2.88882497256492
"46",1159,14532.625,3.06842157942086
"47",1160,11671.375,3.15373370577281
"48",1161,12569.5,3.10874985038899
"49",1162,14824.75,2.97892060660125
"50",1163,18644,3.14010931115003
"51",1164,17936.875,3.15431920660493
"52",1165,11717.75,3.25790496254682
"53",1166,12364,3.19079770594369
"54",1167,15520,3.19430820018791
"55",1168,17012.875,3.09222912966252
"56",1169,13834,3.25378382564864
"57",1170,16050.25,2.89627409580827
"58",1171,14311.375,3.0264983692107
"59",1172,12330.625,3.2018578794204
"60",1173,13674.5,3.12188927559403
"61",1174,16843.375,2.77857244693977
"62",1175,15545.125,2.99534225549154
"63",1176,15392.875,3.05911401763197
"64",1177,21426.75,3.08260654625074
"65",1178,17543,3.13864443982288
"66",1179,13636.625,3.23399851098788
"67",1180,12467.5,3.31725034277879
"68",1181,11006,3.3317361910404
"69",1182,11908.125,3.03874039362699
"70",1183,15119.125,3.03360017248045
"71",1184,14543.625,3.21371286320601
"72",1185,12981.625,3.21404627892433
"73",1186,10686,3.24333583315477
"74",1187,10670.875,3.2701058909445
"75",1188,13283.625,3.28526702060882
"76",1189,15450.375,2.98725648414986
"77",1190,15855.5,2.5302603041965
"78",1191,16349.25,2.53721015041717
"79",1192,11834.625,3.30723690084738
"80",1193,11859.25,3.2025999331657
"81",1194,11101.75,3.29743721777037
"82",1195,10671.125,3.16769690926653
"83",1196,11362.125,3.32859343855951
"84",1197,13770.5,3.21933522929453
"85",1198,16153.375,3.11332249580531
"86",1199,13682.375,3.16121943089185
"87",1200,12447.625,3.21759621353069
"88",1201,12447.875,3.30410247745592
"89",1202,11249.875,3.2465137007929
"90",1203,13377.375,3.22410037124422
"91",1204,13802.75,3.16991633591557
"92",1205,13688.25,2.86145494134656
"93",1206,13044.375,2.93561739838137
"94",1207,11645.625,2.9009304284989
"95",1208,11148,2.8437057717615
"96",1209,14807.625,3.13128573733379
"97",1210,14656.75,3.12536481390962
"98",1211,12216.375,3.18945839110055
"99",1212,13105.75,3.12993869212882
"100",1213,13910.875,3.18187308177934
"101",1214,16816.375,3.14812508943967
"102",1215,18127.625,3.07032182208644
"103",1216,13732.875,3.02932810568156
"104",1217,9422.5,3.18149412359531
"105",1218,11184.5,2.9941458268707
"106",1219,10996,2.97192299097951
"107",1220,12744.25,2.88935968897174
"108",1221,14042.625,2.84963608532131
"109",1222,11682.5,2.91297789253982
"110",1223,11985.75,3.01805626814692
"111",1224,11783.125,3.2584436365652
"112",1225,14361.75,3.20694777692676
"113",1226,15855.125,2.91171674600964
"114",1227,15146.844,2.96994798707746
"115",1228,13472.7088,3.3632165543628
"116",1229,11950.8424,3.27069906951513
"117",1230,11977.0156,3.20698344481212
"118",1231,12570.8052,3.25663273594905
"119",1232,13328.5354,3.13435414631669
"120",1233,14135.9699,3.13466672144112
"121",1234,13696.2392,3.1193129921586
"122",1235,13965.016,2.96623412620936
"123",1236,11920.5287,3.09847889147287
"124",1237,10945.3019,3.14084028584287
"125",1238,11844.3982,3.19445000377794
"126",1239,13862.1925,3.10702581157598
"127",1240,26925.419,3.02305839682442
"128",1241,13827.7317,3.19184094309073
"129",1242,15260.3463,3.09383140872294
"130",1243,15455.8091,3.19615974624699
"131",1244,13358.1219,3.15982475876358
"132",1245,13247.808,3.21356021837204
"133",1246,10215.2579,3.30335722392502
"134",1247,10829.9845,3.15592043426171
"135",1248,11908.5059,3.08127603930441
"136",1249,15504.5819,3.20530136939859
"137",1250,17262.1318,3.04929004993973
"138",1251,14843.0025,3.11997861250854
"139",1252,12050.966,3.2685673264445
"140",1253,13792.2556,3.28805816385853
"141",1254,12330.4005,3.15279950711645
"142",1255,16172.7729,2.65201091534281
"143",1256,13572.1861,2.80189730979661
"144",1257,13178.8081,2.99901986381336
"145",1258,11802.328,3.1637410585904
"146",1259,9407.1731,3.1758834675167
