"","WEEK","DEMAND","PRICE","FA","FAplus","FB","D1","D2","PR1"
"370",1483,5704.1202,2.16761035295154,0,0,0,86.2795,0,1644.8471
"371",1484,5419.6045,2.20797477011468,0,0,0,33.75,0,1676.7498
"372",1485,4710.951,2.29470652528545,0,0,776,27,0,1308.4172
"373",1486,4753.509,2.25349736373698,0,0,193.9694,0,0,1522.0668
"374",1487,4565.9402,2.43900040565577,0,0,0,0,0,1249.1112
"375",1488,4701.3878,2.48038036768632,0,0,0,0,0,1006.4178
"376",1489,4427.6964,2.47202134274608,0,0,0,0,0,1593.027
"377",1490,4836.2242,2.41124677387785,0,0,1410.5,0,0,1967.1926
"378",1491,4505.9582,2.45301654152051,0,0,0,0,0,1616.3045
"379",1492,5664.8568,2.34855362981108,0,0,0,0,79.4586,2329.9446
"380",1493,7791.7859,2.02382870915383,3663.6829,0,831.7096,445.5351,555.1384,4841.645
"381",1494,5105.3615,2.35791726011958,0,0,0,172.9738,339.1917,2318.7604
"382",1495,4607.5572,2.61234738442314,0,407.7458,0,35.6545,18.3366,1115.7571
"383",1496,4355.7032,2.6932459493567,0,0,0,15.2805,0,502.9476
"384",1497,4814.1449,2.62317613248409,0,0,972,14.2618,0,862.3962
"385",1498,5071.2132,2.46603120531395,0,0,82.0275,129.8326,0,2261.3942
"386",1499,7690.6646,2.05616950191795,0,0,3671.4142,116.0285,24.75,4822.0948
"387",1500,5800.6368,2.32223468981888,255.6937,0,547.75,2.0374,92.5157,3075.0116
"388",1501,5616.2887,2.46606090602144,0,0,791.127,0,605.1078,2389.379
"389",1502,5107.0222,2.52685606105256,0,0,0,0,472.6768,2028.0548
"390",1503,5483.4937,2.44204529677859,0,0,901.5495,25,0,2146.1662
"391",1504,5425.7523,2.43773937118361,0,0,530.7427,30,0,1579.7902
"392",1505,4257.5538,2.65138869178823,0,0,0,75,0,75.0561
"393",1506,3905.8381,2.67516464648138,0,0,168.2553,178.275,0,201.4352
"394",1507,3821.477,2.74954683751858,0,0,164.0107,28.5236,0,181.5663
"395",1508,4034.0841,2.76488534287126,0,0,0,25,0,76.1171
"396",1509,5249.1142,2.42637700661952,0,0,1736.7458,0,0,1638.2143
"397",1510,5178.7146,2.43937752429918,0,0,0,0,0,1752.8505
"398",1511,4877.3168,2.56614866600423,0,0,145.3567,87.0398,0,1450.5045
"399",1512,9375.1427,1.98496605283672,2548.7874,1396.6084,720.5088,1222.44,698.8282,6243.7914
"400",1513,8426.6301,2.00277570033601,0,1319.8294,0,1166.0574,85.5708,5423.316
"401",1514,6689.9402,2.56152812845771,0,0,2612.9141,49.6875,1395.619,3166.2437
"402",1515,4809.3827,2.64733351330099,0,0,0,148.5752,32.5984,1283.9689
"403",1516,4600.5422,2.69495191240719,0,0,208.8335,79.4586,44.8228,338.4533
"404",1517,5653.3523,2.47562848683603,498.1443,0,0,60.2288,23.4301,2041.0679
"405",1518,17482.2722,1.66576459094373,547.0419,0,13571.537,5385.9777,0,14492.9848
"406",1519,11205.0194,1.80682953569897,0,0,0,1637.4496,2728.0786,8538.2239
"407",1520,4949.921,2.52064830933665,268.9442,0,383.0312,211.6091,312.7409,1878.0495
"408",1521,4977.7643,2.62234192165346,0,0,0,51.9537,485.9199,1927.6624
"409",1522,6837.1734,2.47081491307504,1977.5553,0,968,292.5717,120.2066,4270.9714
"410",1523,6439.6418,2.51340066772037,0,0,0,285.5067,374.8816,3958.8075
"411",1524,5168.2899,2.58911559895276,0,0,154.4807,139.7686,79.4586,2337.2204
"412",1525,5838.1234,2.52626725909905,418.0514,808.2794,17.3179,133.4497,22.4114,1854.4077
"413",1526,3991.8144,2.62120653705743,138.6535,0,213.927,11.2057,17.3179,1090.5066
"414",1527,4942.4935,2.67228070203835,0,0,62.8126,181.3204,30.561,818.5393
"415",1528,5380.8466,2.64628618106303,0,0,239.3945,22.4114,16.2992,658.8974
"416",1529,5807.9887,2.59603466515009,502.2191,0,0,77.4212,0,599.9686
"417",1530,3490.2526,2.71146277492924,0,0,0,21.3927,0,39.9488
"418",1531,4909.9412,2.59063998566826,0,0,0,32.5984,122.244,1746.358
"419",1532,9107.039,2.06291638808179,4255.531,0,1683.5,246.5254,2575.3248,6300.2319
"420",1533,7831.8892,2.02502992509138,0,0,1813.0204,218.9152,0,6136.7081
"421",1534,7715.2946,1.95334861224871,816.776,0,3373.9671,301.7173,234.301,6120.6798
"422",1535,5350.6588,2.29526689311604,0,0,708,155.7558,0,3408.2445
"423",1536,4618.6296,2.53184407773249,0,0,672,14.2618,0,1967.4949
"424",1537,5664.169,2.19561068887598,0,0,1846.8443,448.228,0,3021.4717
"425",1538,6075.6855,2.27803924347302,453.853,0,0,31.5797,0,3134.4319
"426",1539,5142.8689,2.57187773151285,112.3445,0,0,173.6742,0,2017.2471
"427",1540,10996.6422,1.82178610849046,0,0,0,4249.6032,18.9493,7627.3753
"428",1541,8634.6243,1.96246291804497,0,0,0,1160.2993,2783.2657,4976.0312
"429",1542,5472.8051,2.49743591270955,0,0,268.4201,399.3304,743.0457,2398.7789
"430",1543,6053.7718,2.4400044283136,1231.3723,0,207.8148,374.8816,803.6067,3144.9144
"431",1544,5914.8341,2.47402205245283,0,0,0,325.984,505.6148,2787.2405
"432",1545,5466.0759,2.54217106645007,0,0,0,67.2342,779.025,1701.0443
"433",1546,5222.3161,2.48529383351575,534.8175,0,417.667,19.3553,608.4961,2504.294
"434",1547,5447.2457,2.4178494463725,0,0,0,182.3473,452.3028,3116.6472
"435",1548,5715.2613,2.39428073043659,0,0,700,253.2912,506.5065,2867.4583
"436",1549,5310.7423,2.41485262804034,0,0,0,200.6839,339.6169,2358.3931
"437",1550,5489.1054,2.39956405282362,339.7586,0,0,186.4221,72.561,1940.331
"438",1551,5111.4823,2.44425183669324,0,0,0,376.7852,0,1540.6095
"439",1552,7142.9439,2.15657300626427,2450.4181,0,0,337.5539,311.7222,4897.4463
"440",1553,7867.772,2.15150489871847,0,2379.2406,0,592.8834,363.6759,4338.0892
"441",1554,6981.8428,2.21948709587102,2353.7391,0,811.9039,430.9101,651.6949,3471.3123
"442",1555,4881.162,2.43694022038195,158.9172,0,236.3384,258.7498,78.4399,487.4155
"443",1556,5766.5525,2.15164433168691,0,0,1692.1348,375.9003,18.3366,1767.4714
"444",1557,5762.4746,2.2535734908055,0,0,0,527.6866,26.4862,1216.9225
"445",1558,4562.9554,2.43836483696509,0,0,0,44.9483,577.6029,1312.265
"446",1559,5983.4329,2.19233844838471,2209.2209,0,0,71.6412,1170.4863,2889.0161
"447",1560,4866.9918,2.37318254779061,60.1033,0,0,221.8773,121.2253,1800.9897
"448",1561,12868.0461,1.73293597386164,2336.1009,0,7146.919,5496.2707,91.3415,10015.0804
"449",1562,16984.5245,1.71630003536455,1966.298,2298.623,2733.549,5616.6617,2736.8705,14827.6392
"450",1563,6924.6604,2.02257572082524,0,0,0,577.6029,725.4842,4814.4085
"451",1564,5810.8912,2.28934074690643,0,0,1111.136,526.6679,152.805,2676.7779
"452",1565,4792.8438,2.50098907875946,0,0,0,403.6119,147.7115,1547.4473
"453",1566,5099.3679,2.43055614794924,96.7765,0,725.3587,513.4248,585.7525,2038.7475
"454",1567,4725.8638,2.46094269580939,0,0,817.0417,275.049,580.659,1869.8561
"455",1568,4564.4974,2.52238504944706,0,0,0,177.2538,103.9074,1323.4878
"456",1569,5021.2826,2.44255919792286,625.4818,0,0,250.6002,170.1229,1119.7544
"457",1570,10749.515,1.7839372287959,0,0,6339.3701,5329.8384,637.7062,6729.872
"458",1571,9678.2899,1.82037531237827,0,0,0,443.1345,1806.1551,6424.3142
"459",1572,6211.447,2.19668138519092,575.5655,0,936.25,318.3955,435.1897,3307.56
"460",1573,4711.5969,2.45401086837458,0,0,0,123.1801,337.238,1684.9253
"461",1574,5425.158,2.34060648556226,0,0,166.7494,253.2179,236.3384,2751.7124
"462",1575,8365.3463,2.11897145250281,0,0,3900.0504,196.7883,99.8326,5739.2176
"463",1576,5235.3865,2.32107982858572,0,0,0,159.4891,0,2772.9755
"464",1577,5558.5015,2.31048242048689,0,0,848.3409,63.498,82.2785,2555.6302
"465",1578,4125.2481,2.43404511840149,0,0,31.4063,64.75,31.4063,1659.2904
"466",1579,15722.5731,1.60774510884608,226.5722,0,11040.376,6741.9787,1793.2886,13755.3158
"467",1580,11225.5828,1.8139940137451,0,538.8923,1565.7209,460.6601,2500.9085,8367.6816
"468",1581,7023.131,2.18711996116832,0,0,0,113.75,524.6305,3009.42
"469",1582,3486.3118,2.48264082403645,0,0,0,66.5,35.6545,792.7593
"470",1583,4419.0395,2.50945030022927,0,0,0,54.25,383.0312,975.8409
"471",1584,7078.9999,2.25350193888264,0,3294.5943,0,33.25,2079.1667,3591.0508
"472",1585,6764.2355,2.22748453982715,0,0,0,56,1691.2118,3804.1046
"473",1586,6082.0145,2.27458352820435,72.9378,0,358.5824,226.7586,274.0303,2817.5034
"474",1587,16848.7066,1.71277598246028,0,12425.1148,0,2617.3599,4178.2278,13800.8756
"475",1588,6338.4185,2.34891242981195,0,0,207.8148,240.4359,33.6171,2566.7006
"476",1589,5412.5675,2.43568140258759,0,508.3536,0,293.8754,2.0374,1701.6811
"477",1590,5547.2249,2.38907746466165,466.5646,0,0,444.1381,61.8159,2011.5309
"478",1591,5512.3433,2.38665832006508,0,0,0,323.0269,12.2244,2082.2709
"479",1592,13717.0623,1.82570578541442,0,4674.2243,5214.5779,4387.9156,818.0161,10359.3708
"480",1593,8087.4367,1.95059084666468,251.6189,0,0,2217.1027,366.732,4359.1943
"481",1594,4960.0358,2.37924895622729,0,0,137.6943,564.8427,179.2912,1383.2487
"482",1595,4349.6622,2.51166171018982,0,0,0,347.0033,0,1161.2967
"483",1596,4897.2692,2.47931643210465,0,0,886.0182,309.6199,0,1439.7567
"484",1597,4760.817,2.43069204298338,0,0,0,230.4477,0,1576.6897
"485",1598,6552.9137,2.15781721648494,512.4061,0,2120.1215,759.6884,297.4604,3527.4324
"486",1599,5749.0545,2.34894450904927,0,0,0,618.8204,331.0775,2460.1762
"487",1600,5782.8374,2.35696407441786,99.7957,0,179.0919,541.3879,238.3758,3232.1935
"488",1601,8006.9927,2.18153190023515,0,0,3759.8005,742.125,1492.5284,5328.5129
"489",1602,5617.9184,2.11031189061059,482.8638,344.3206,0,872.3021,60.1033,3155.6187
"490",1603,5045.5276,2.2621539123084,0,0,0,214.7578,46.8602,2254.0018
"491",1604,4595.3515,2.38576309124558,0,0,1235.735,590.9515,35.6545,1513.5716
"492",1605,5910.7385,2.24409014203555,0,1612.2405,64.1781,455.0677,658.3681,3019.4929
"493",1606,4327.6871,2.45288066228263,0,0,0,189.2342,331.0775,1202.9787
"494",1607,4178.1584,2.44452914949323,0,0,875.115,107.7544,68.2529,1202.1524
"495",1608,5905.7121,2.05781619459574,1830.9067,0,0,1249.7148,35.6545,2897.3457
"496",1609,5289.3816,2.25884061758751,0,0,0,165.2627,51.9537,1901.404
"497",1610,5955.5594,2.36990164181722,0,2348.325,118.1692,47.1432,1773.5567,2771.9051
"498",1611,5950.2613,2.32452312640455,202.4408,0,0,338.5052,0,2888.9771
"499",1612,3696.0876,2.61927774655557,0,0,0,67.3366,0,525.7897
"500",1613,3651.8508,2.61780410086852,0,0,0,84.7086,0,729.3623
"501",1614,7981.3003,1.95770606451182,0,0,582.6226,1746.48,0,4697.6091
"502",1615,8100.5979,2.01964598193425,0,0,2575.4289,767.9523,846.5742,6007.314
"503",1616,13964.8593,1.73588143490998,0,10267.552,0,2304.9251,4250.0531,11889.6855
"504",1617,5111.1197,2.38382599413588,0,183.366,0,942.2841,261.808,2660.2349
"505",1618,4951.2889,2.49437474755311,0,0,0,399.1791,535.8419,2470.746
"506",1619,4896.039,2.46687781694549,0,0,753.838,458.2594,446.1921,2461.9137
"507",1620,4465.01,2.50003471436794,0,0,0,422.4172,297.4661,2430.3374
"508",1621,4646.9316,2.51450440974857,0,0,276.0677,703.2765,203.7418,2313.4855
"509",1622,6279.5956,2.13871097049625,0,0,2332.8379,1866.3822,314.7786,4244.3987
"510",1623,7743.8508,1.96431341368302,246.8133,0,2833.1007,1265.3584,902.5682,6108.1874
"511",1624,6051.9985,2.10030455228963,0,0,1821.6423,614.9493,395.2556,4233.6465
"512",1625,4487.2793,2.40399789689935,0,0,0,440.8083,157.8985,2409.6497
"513",1626,4473.2662,2.42272413834884,438.041,0,0,442.1014,130.3936,1796.2211
"514",1627,4159.0366,2.55110282030218,0,139.5619,0,396.4457,50.935,1307.1533
"515",1628,4177.9723,2.59104877263068,2.0374,0,22.75,157.246,74.3651,823.0526
"516",1629,5321.0084,2.3293686211809,496.1069,0,763.0137,161.5757,125.3001,2163.983
"517",1630,3601.7922,2.47022579481404,0,0,0,234.2026,1.0187,1070.4672
"518",1631,4868.6227,2.55518054418142,0,0,0,149.6614,12.2244,1088.5001
"519",1632,5285.3363,2.47693604662394,0,0,372.8442,128.6968,16.2992,1558.7815
"520",1633,4575.333,2.51153304032734,1010.5504,0,0,133.0826,206.7961,1504.4155
"521",1634,3085.847,2.56340965705688,0,0,0,55.4793,161.9733,899.2929
"522",1635,3275.5776,2.67969227778331,0,0,0,61.1732,147.7115,73.654
"523",1636,6034.9605,2.18269365640421,0,2664.6832,0,49.0797,1384.4133,2833.2265
"524",1637,4326.8116,2.45611803388897,0,404.6357,0,246.896,155.8611,1189.0362
"525",1638,4170.9139,2.3285184573098,0,0,350.4328,74.7037,50.935,2154.8314
"526",1639,12612.101,1.75101674177839,0,8726.2458,0,2300.7744,2566.7698,10119.3757
"527",1640,8589.1604,1.91074904131491,0,3884.9432,453.4175,212.7661,1312.0856,5980.7196
"528",1641,4329.4485,2.39402778437023,0,1238.095,417.667,98.8026,115.1131,1907.7868
"529",1642,3343.7418,2.6347728164896,0,890.2498,0,128.0826,24.4488,813.0214
"530",1643,3988.4518,2.54611576351506,0,1280.9961,0,69.5354,328.0214,1467.1568
"531",1644,7049.7353,2.01235782569028,0,3399.7345,438.7371,909.3127,1726.6965,4696.3641
"532",1645,8107.3534,1.77461241544004,2981.3068,21.3927,0,2325.7177,534.8175,5928.0697
"533",1646,6906.5614,1.90849530419001,0,1468.5152,73.3464,508.1891,1556.5736,4586.3114
"534",1647,4966.8479,2.26030476995279,0,40.748,103.9074,241.5766,350.4328,2283.0635
"535",1648,4040.5569,2.4311326985644,0,0,341.2645,873.1249,0,1236.5057
"536",1649,4578.0612,2.3998215663871,0,0,0,304.486,0,1832.0676
"537",1650,4273.331,2.52919794886003,0,0,0,68.435,0,1268.0423
"538",1651,3985.6457,2.52071326861793,191.929,0,395.2556,115.1131,0,1139.0345
"539",1652,3457.994,2.54568110875843,0,0,569.3944,16.2992,6.1122,1240.9501
"540",1653,3616.0283,2.52336520706987,0,0,0,58.5482,4.0748,1097.6455
"541",1654,3205.5968,2.57905485805327,0,146.6928,0,15.2805,5.0935,509.0414
"542",1655,3341.107,2.57732541938944,0,328.5234,0,297.4678,6.1122,705.8143
"543",1656,7813.502,1.97080003307096,0,678.4542,3690.33,554.8077,1792.2404,6270.9517
"544",1657,6170.8162,1.9591281944194,0,0,0,203.7696,969.8024,4463.094
"545",1658,4753.1438,2.17583991462661,0,0,0,91.0777,844.5023,2397.4178
"546",1659,3993.149,2.31815041211836,181.3286,0,495.3097,157.463,339.1976,1736.9837
"547",1660,3369.9567,2.42859796981961,0,0,0,224.5717,339.4781,1206.6883
"548",1661,4243.3743,2.30944510362897,0,0,332.0962,577.2855,285.7675,1809.5809
"549",1662,3517.7766,2.416537764223,94.5,0,0,31.4616,227.9452,1543.6622
"550",1663,3460.0685,2.5275944681442,0,209.8522,0,111.2081,16.9119,1069.7777
"551",1664,2980.4332,2.59116023804862,0,0,0,126.5698,39.7293,846.0008
"552",1665,3057.425,2.64717204837404,0,0,0,162.9625,47.0669,1171.7745
"553",1666,6178.1255,2.09563240500699,0,0,913.4492,1584.0123,914.7262,4378.3176
"554",1667,5237.0243,2.22357379552354,0,0,0,122.7903,828.3434,3267.7808
"555",1668,9321.3588,1.95852883594611,0,1478.8942,718.346,839.874,3220.1701,7135.1772
"556",1669,5097.2602,2.1694792037495,0,0,0,366.2596,900.3759,3163.8909
"557",1670,5402.8753,2.22984972464569,0,31.875,728.9906,749.2097,686.9583,3399.8279
"558",1671,6474.8568,2.16717379757341,0,0,0,716.4414,1225.1788,4519.89
"559",1672,8186.2021,1.97946493405043,0,0,594.4854,1166.6256,911.1165,6220.0031
"560",1673,6024.2384,2.07230178672876,0,0,90,425.0858,282.1799,3744.3497
"561",1674,6079.1848,2.17568316067641,0,1882.1017,0,325.6396,1025.927,4213.9739
"562",1675,4108.7519,2.43798366116971,0,0,195.5904,288.5993,355.5263,2143.1022
"563",1676,4468.1589,2.5362526834039,0,0,0,69.374,293.3856,2118.228
"564",1677,4334.9008,2.54847123606612,0,0,0,0,250.6002,2123.7942
"565",1678,6623.323,2.18506027865469,106.9635,0,0,1461.8345,112.057,4424.2784
"566",1679,6553.9686,2.29781845460779,0,0,0,30.1122,1344.684,3930.8366
"567",1680,4235.1277,2.60545390402278,0,0,0,211.7715,73.3464,2235.5512
"568",1681,4741.0915,2.6241467813899,0,0,0,253.679,109.6496,1479.669
"569",1682,3609.4558,2.81180337490211,0,0,0,153.9517,73.5,1099.2699
"570",1683,4309.6866,2.91062463799572,0,0,0,33.6171,0,1888.2473
"571",1684,3758.2999,3.10280454202178,0,0,0,29.5423,0,1613.6798
"572",1685,3634.1618,3.14401521693393,0,0,0,24.4488,0,1149.9196
"573",1686,3337.5123,3.15637188812757,0,0,0,28.5236,0,931.4286
