"","WEEK","Dtotal","AvgPrice"
"1",1114,4218.875,2.77049085365854
"2",1115,4564.75,3.05164817238556
"3",1116,4708.125,3.06093894009217
"4",1117,4308.25,2.88697241784038
"5",1118,4206.5,2.95763651181744
"6",1119,4344.875,3.09576086956522
"7",1120,5090.625,2.94907990877611
"8",1121,5116.25,2.7575117370892
"9",1122,5478.75,2.76836122211122
"10",1123,5020.75,2.82679241829773
"11",1124,5036.25,2.84259417651632
"12",1125,4593.75,3.10277849737313
"13",1126,3981.75,3.11549242424242
"14",1127,6035.375,2.46164583333333
"15",1128,5833.375,2.87911137440758
"16",1129,3745.125,2.86780320795899
"17",1130,5009.625,3.01120807127883
"18",1131,5235.125,2.79510714285714
"19",1132,4661.5,2.97054338616427
"20",1133,3892.875,2.73341540778041
"21",1134,4351.375,3.0568659276854
"22",1135,5295.125,2.84681752968151
"23",1136,5017,2.89655569007264
"24",1137,4752.5,2.89382328605201
"25",1138,4794.5,2.90542100546262
"26",1139,4239.875,3.07524122807018
"27",1140,4030.125,3.13282178217822
"28",1141,3398.75,3.14483028720627
"29",1142,3641,3.10845771144279
"30",1143,3776.25,3.08792427007299
"31",1144,13977.5,2.77379497675359
"32",1145,15054.125,2.73357894736842
"33",1146,14533.5,2.23006311774067
"34",1147,7355.125,2.87349722222222
"35",1148,4877.125,2.82496869488536
"36",1149,4067.5,3.14802272727273
"37",1150,4709.5,2.83451243781095
"38",1151,4932.625,2.83214018087855
"39",1152,4848,3.04928385416667
"40",1153,4303.5,3.06169951442445
"41",1154,4320.75,3.04457105943152
"42",1155,4371.875,3.05589347079038
"43",1156,4705.25,3.08192915013228
"44",1157,4709.25,3.05280456852792
"45",1158,5789.75,2.84684604883848
"46",1159,4720.5,2.91614701131554
"47",1160,4195,3.03911418975651
"48",1161,6821,2.914723342905
"49",1162,6847.625,2.61176538407851
"50",1163,5381.375,3.10043969849246
"51",1164,4873.375,3.08279850746269
"52",1165,3214.5,3.06533505154639
"53",1166,3786.25,3.09069705093834
"54",1167,4298.625,3.01825376884422
"55",1168,4723.625,3.00783988533989
"56",1169,6354.5,2.99001476793249
"57",1170,5937.5,3.01314102564103
"58",1171,6539.875,2.70277760081445
"59",1172,4649.375,2.95207655826558
"60",1173,4335.75,3.02302317290553
"61",1174,4594.5,3.03016304347826
"62",1175,4253.75,3.01381591892956
"63",1176,4745,3.00792702879581
"64",1177,5445.5,2.84191239316239
"65",1178,5425.875,2.90796109510086
"66",1179,4400.5,2.66507222222222
"67",1180,5735.125,2.87307276202909
"68",1181,4947.5,3.00083769633508
"69",1182,5487.5,2.80448484848485
"70",1183,5451.125,2.6618873504351
"71",1184,5401,2.73323614663257
"72",1185,4071.5,2.95144892473118
"73",1186,5146.625,3.02460762405325
"74",1187,4382.75,2.97660084856397
"75",1188,7774.5,3.02059333333333
"76",1189,6765.5,3.08926507537688
"77",1190,3270.125,3.16970579841935
"78",1191,4364.6624,3.3409375
"79",1192,3452.625,3.20713636363636
"80",1193,3417.7062,3.24005714285714
"81",1194,3435,3.15806207191781
"82",1195,3403.2062,3.43728488372093
"83",1196,4022.8558,3.34535310734463
"84",1197,15148.7746,2.35510245283485
"85",1198,14698.4936,2.21336545483143
"86",1199,14710.5,1.93724266559837
"87",1200,7678.25,2.19241765924747
"88",1201,5214.625,2.29648420847884
"89",1202,4715.0812,2.7342286860707
"90",1203,3928.75,3.04981579529086
"91",1204,3817.7062,3.05876452966923
"92",1205,5024.5812,3.20827091706248
"93",1206,5183.125,3.07987229537484
"94",1207,4233,3.09822516473953
"95",1208,4138.625,3.11915576154126
"96",1209,4861.75,2.6939525191573
"97",1210,6189.5,2.60831697130091
"98",1211,5357.25,2.79216866843023
"99",1212,4507.5,3.17574504891434
"100",1213,4183.8312,3.227030826189
"101",1214,4241.5812,3.18207706799015
"102",1215,6920.5,2.67331224411299
"103",1216,6846.5812,2.70447552604116
"104",1217,4111,2.74962131603498
"105",1218,3109.6058,3.12771388216303
"106",1219,4452.5374,3.07665534688277
"107",1220,5818.6934,3.04600305865419
"108",1221,6256.031,3.04410593117654
"109",1222,5486.7874,2.73609024447761
"110",1223,6829.4562,2.69785798754539
"111",1224,5736.7251,2.800605860279
"112",1225,4155.3257,3.04194972810265
"113",1226,3938.1635,3.15371263395375
"114",1227,5643.9075,2.61854236422343
"115",1228,6714.067,2.47084595162426
"116",1229,6048.41,2.54175031836096
"117",1230,5331.6417,2.52237898979878
"118",1231,4321.9583,2.82793887047156
"119",1232,5379.6345,2.72847552758246
"120",1233,5990.2469,2.51226618936263
"121",1234,4314.9466,2.69383457691588
"122",1235,4393.4105,3.02606102357724
"123",1236,4279.2057,2.99122923405026
"124",1237,5801.6308,3.07341155541291
"125",1238,6517.9698,2.97088175948345
"126",1239,5184.4337,2.97153571891403
"127",1240,4864.3548,3.1166228858351
"128",1241,4985.1766,2.99951840894149
"129",1242,7665.0068,2.63437370362104
"130",1243,6288.62,2.60698470440641
"131",1244,5038.2198,2.75490901065017
"132",1245,3707.3016,3.1286871130031
"133",1246,3992.4831,3.0042142780027
"134",1247,3913.9338,3.05319587628866
"135",1248,4172.4888,3.03308235952959
"136",1249,5215.8682,2.96349380165289
"137",1250,5951.9791,2.94140891089109
"138",1251,16087.1793,2.00176773300839
"139",1252,17211.953,1.98653631194026
"140",1253,11407.0443,2.00024073465787
"141",1254,7697.911,2.17107730217338
"142",1255,4543.774,3.10399045277795
"143",1256,4564.6219,3.13105055828899
"144",1257,4994.1126,3.01751944707243
"145",1258,5246.8777,2.67920433718176
